samples,max_neighbor_spacing,feature_proxy_radius,epsilon_proxy
12,0.5904066793903374,0.8200000000000001,0.7200081455979724
20,0.36501070922560075,0.8200000000000001,0.44513501125073257
40,0.1855691519775026,0.8200000000000001,0.22630384387500316
80,0.09328956453522029,0.8200000000000001,0.11376776162831742
