concept,artifact
Convex,convex-hulls-in-two-dimensions-initial-model.png
Hulls,convex-hulls-in-two-dimensions-initial-model.png
Two,convex-hulls-in-two-dimensions-initial-model.png
Dimensions,convex-hulls-in-two-dimensions-initial-model.png
Convexity,convex-hulls-in-two-dimensions-initial-model.png
Extreme,convex-hulls-in-two-dimensions-initial-model.png
Points,convex-hulls-in-two-dimensions-initial-model.png
