concept,artifact
Voronoi,voronoi-diagrams-initial-model.png
Diagrams,voronoi-diagrams-initial-model.png
Cells,voronoi-diagrams-initial-model.png
Delaunay,voronoi-diagrams-initial-model.png
Triangulations,voronoi-diagrams-initial-model.png
Algorithms,voronoi-diagrams-initial-model.png
Medial,voronoi-diagrams-initial-model.png
