a,Pi_radians,Pi_degrees,tan_half_Pi,exp_minus_a,cos_Pi,tanh_a
0.0,1.5707963267948966,90.0,0.9999999999999999,1.0,6.123233995736766e-17,0.0
0.5,1.0904152476611673,62.476191607697295,0.6065306597126335,0.6065306597126334,0.4621171572600097,0.46211715726000974
1.0,0.705026843555238,40.3950625791453,0.36787944117144233,0.36787944117144233,0.7615941559557649,0.7615941559557649
1.5,0.43906798154438753,25.156742261821325,0.22313016014842982,0.22313016014842982,0.9051482536448664,0.9051482536448664
2.5,0.16380275785874288,9.385206697909345,0.0820849986238988,0.0820849986238988,0.9866142981514303,0.9866142981514303
4.0,0.036627182460163416,2.0985829704229593,0.01831563888873418,0.01831563888873418,0.999329299739067,0.999329299739067
