n,circle_net_gh_upper_bound,diameter_unit_circle
4,0.7853981633974483,3.141592653589793
6,0.5235987755982988,3.141592653589793
8,0.39269908169872414,3.141592653589793
12,0.2617993877991494,3.141592653589793
16,0.19634954084936207,3.141592653589793
24,0.1308996938995747,3.141592653589793
32,0.09817477042468103,3.141592653589793
48,0.06544984694978735,3.141592653589793
