concept,artifact
Polygon,polygon-partitioning-initial-model.png
Partitioning,polygon-partitioning-initial-model.png
Monotone,polygon-partitioning-initial-model.png
Trapezoidalization,polygon-partitioning-initial-model.png
Mountains,polygon-partitioning-initial-model.png
Linear,polygon-partitioning-initial-model.png
Triangulation,polygon-partitioning-initial-model.png
