best_loss,final_loss,initial_loss,learning_rate,monotone_fraction,stable,steps_run
0.823720255227261,0.823720255227261,1.7527145364003012,0.02,1.0,True,70
0.8157749817871025,0.8157749817871025,1.7527145364003012,0.06,1.0,True,70
0.8157749614655103,0.8157749614655103,1.7527145364003012,0.12,1.0,True,70
0.81577496146551,0.8157749614655103,1.7527145364003012,0.24,1.0,True,70
0.8157749614655101,0.8157749614655103,1.7527145364003012,0.42,1.0,True,70
