s,dot_r_rprime,speed,acceleration_radial_dot
0.25,0.0,0.9999999999999999,-0.9999999999999999
1.15,0.0,0.9999999999999999,-0.9999999999999999
2.35,0.0,0.9999999999999999,-0.9999999999999999
3.7,0.0,1.0,-1.0
5.05,0.0,1.0,-1.0
