artifact,category,bytes,chapter
poincare-geodesics-and-ideal-points.png,figures,61944,Hyperbolic Geometry
hyperbolic-triangle-defect.png,figures,67584,Hyperbolic Geometry
hyperbolic-parallel-distance.png,figures,84566,Hyperbolic Geometry
hyperbolic-growth-curves.png,figures,84161,Hyperbolic Geometry
parameter-lab.html,html,16724,Hyperbolic Geometry
chapter-checks.json,checks,313,Hyperbolic Geometry
visual-storyboard.json,checks,2126,Hyperbolic Geometry
