offset_from_trifocal_plane,epipolar_line_angle_proxy,epipolar_transfer_error,tensor_transfer_error
0.0,3.5135752366389115e-16,0.23705677383189677,0.0003452876911417776
1e-05,8.803684093086988e-06,0.26920328297385454,0.00033223496640330676
0.0001,8.80368404676155e-05,0.36467074090244317,0.000591719315065757
0.001,0.0008803679377420336,0.26804381401879496,0.00010234978804943587
0.01,0.00880321247547676,0.022646458641698747,0.00030934188574600105
0.05,0.04395957993061623,0.0091679288064075,0.00028824994589436687
0.1,0.08756888681239255,0.0019876933333177844,0.00030926675596913255
0.3,0.25221681559396947,0.0008213188747405229,0.00024671477757371
