concept,artifact
Convex,convex-independent-subsets-initial-model.png
Independent,convex-independent-subsets-initial-model.png
Subsets,convex-independent-subsets-initial-model.png
Erdos,convex-independent-subsets-initial-model.png
Szekeres,convex-independent-subsets-initial-model.png
Theorem,convex-independent-subsets-initial-model.png
Horton,convex-independent-subsets-initial-model.png
