samples,polygon_length,shoelace_area,area_error
24,10.04824184649969,7.1434056448295715,0.08225745842695176
48,10.069802045713995,7.205045810546847,0.020617292709676605
96,10.075196432061796,7.220505467007793,0.005157636248730668
192,10.076545299479982,7.224373487048173,0.0012896162083499974
384,10.076882533263177,7.225340686256557,0.0003224169999667126
