n,area,area_error,relative_error
6,2.598076211353316,0.5435164422364771,0.17300665686731187
12,2.9999999999999996,0.14159265358979356,0.04507034144862809
24,3.105828541230249,0.03576411235954424,0.011384070534630829
48,3.1326286132812378,0.008964040308555354,0.0028533426503631666
