cut_fraction,V,E,F,Euler,min_edge,max_edge,edge_spread,all_edges_equal
0.18,12,18,8,2,0.3774655097910194,1.3420995903680693,0.9646340805770499,False
0.25,12,18,8,2,0.5773502691896255,1.1547005383792517,0.5773502691896262,False
0.3333333333333333,12,18,8,2,0.8528028654224418,0.852802865422442,2.220446049250313e-16,True
0.42,12,18,8,2,0.44138980725459637,1.1586482440433148,0.7172584367887185,False
