concept,artifact
Attempts,attempts-to-count-k-sets-initial-model.png
Count,attempts-to-count-k-sets-initial-model.png
Sets,attempts-to-count-k-sets-initial-model.png
Halving,attempts-to-count-k-sets-initial-model.png
Edges,attempts-to-count-k-sets-initial-model.png
Lovasz,attempts-to-count-k-sets-initial-model.png
Lemma,attempts-to-count-k-sets-initial-model.png
