layout,mean_probe_x,mean_probe_y,probe_bias_pixels,probe_covariance_trace,probe_rmse_pixels,median_training_residual_rms,median_dlt_smallest_singular_ratio,covariance_min_eigenvalue
near_collinear,1720.5012693117328,1192.7960770233394,219.0965123759629,918032.8246696782,981.972840085325,1.6426391281118367,0.2756831848166597,11663.829343048972
well_spread,1561.2155408676738,1042.3107352257348,0.08906077431497808,17.40945805811235,4.16940165402652,1.5913822358240348,0.0057337119678098885,3.471583703640181
