sigma,residual_mean,residual_median,estimation_mean,estimation_median,pythagorean_gap_mean,residual_bound,estimation_bound,residual_mean_to_bound,estimation_mean_to_bound
0.25,0.2016801759710209,0.20216877700491026,0.1414478591811148,0.14209535277869023,0.009922815781459463,0.2041241452319315,0.14433756729740643,0.9880270447274441,0.9799795148941549
0.5,0.39697789096467845,0.3977785639704948,0.2882650362888926,0.2844151580597172,0.008625706348040078,0.408248290463863,0.28867513459481287,0.9723932720296787,0.9985793777960964
1.0,0.8085743906421773,0.8104100807273906,0.5544306575942038,0.5485080842112414,0.0094362212720971,0.816496580927726,0.5773502691896257,0.9902973380775859,0.9603020682269845
2.0,1.5945941505500696,1.5607735315575701,1.1026028048069243,1.085931003738176,0.009241405638906859,1.632993161855452,1.1547005383792515,0.9764855039186126,0.9548820392467713
4.0,3.1359825941318276,3.0693769645021356,2.2260232186411764,2.1962644848828425,0.009566142439564874,3.265986323710904,2.309401076758503,0.9601946497340618,0.9638963283786303
