base,height,shear,determinant_area,shoelace_area,one_cut_foot_inside_base,simple_wedge_area,area_residual
3.0,1.2,-1.4,3.6000000000000005,3.5999999999999996,False,0.84,8.881784197001252e-16
3.0,1.2,0.0,3.6000000000000005,3.5999999999999996,True,0.0,8.881784197001252e-16
3.0,1.2,0.45,3.6000000000000005,3.5999999999999996,True,0.27,8.881784197001252e-16
3.0,1.2,1.4,3.6000000000000005,3.5999999999999996,True,0.84,8.881784197001252e-16
3.0,1.2,2.9,3.6000000000000005,3.5999999999999996,True,1.74,8.881784197001252e-16
3.0,1.2,3.7,3.5999999999999996,3.599999999999999,False,2.22,4.440892098500626e-16
3.0,1.2,5.2,3.5999999999999988,3.5999999999999988,False,3.12,0.0
