n,inscribed_area,circumscribed_area,gap,inner_square_side,outer_square_side,pi_error_midpoint,gap_ratio_after_doubling
6,2.598076211353316,3.4641016151377544,0.8660254037844384,1.6118548977353129,1.8612097182041991,0.11050374034425792,0.24871130596428256
12,2.9999999999999996,3.2153903091734723,0.2153903091734728,1.7320508075688772,1.793150944336107,0.03389749900305716,0.24992489714983399
24,3.105828541230249,3.1596599420975,0.053831400867251133,1.762336103366849,1.7775432321317814,0.008848411925918676,0.24999538621303335
48,3.1326286132812378,3.146086215131435,0.013457601850197065,1.7699233354247967,1.7737210082567763,0.002235239383456822,0.24999971287248712
96,3.1393502030468667,3.1427145996453683,0.003364396598501518,1.7718211543626141,1.7727703177922876,0.0005602522436758406,0.24999998207362872
192,3.1410319508905093,3.1418730499798233,0.0008410990893139569,1.772295672536191,1.772532947501914,0.00014015315462678757,0.24999999888014002
384,3.1414524722854615,3.141662747056848,0.00021027477138657602,1.7724143060485213,1.7724736237972198,3.5043918638066884e-05,
