absolute_residual,base,cross_ratio_abs,distance_cross_ratio,distance_standard_formula,endpoint_X_radius,endpoint_Y_radius,point,sample
3.3306690738754696e-16,0.250000-0.180000i,0.5289836791183578,0.6367976999280267,0.636797699928027,0.9999999999999999,0.9999999999999998,0.000000+0.000000i,1
2.220446049250313e-16,0.250000-0.180000i,0.2464433109685281,1.4006232877347828,1.400623287734783,0.9999999999999999,1.0,-0.350000+0.120000i,2
4.440892098500626e-16,0.250000-0.180000i,0.23013017691687335,1.4691101435738425,1.469110143573843,0.9999999999999999,1.0000000000000002,0.520000+0.350000i,3
4.440892098500626e-16,0.250000-0.180000i,0.19718284339687464,1.6236238416284585,1.623623841628458,0.9999999999999997,0.9999999999999999,-0.160000-0.660000i,4
0.0,0.250000-0.180000i,0.11258088545873729,2.1840833338258516,2.1840833338258516,1.0,1.0,-0.440000+0.480000i,5
