dimension,raw_variance,scaled_variance,raw_variance_over_d,raw_softmax_entropy,scaled_softmax_entropy,uniform_entropy_64_keys
8,7.927295610171251,0.9909119512714063,0.9909119512714064,2.0549711667143056,3.6858062131132647,4.1588830833596715
32,31.00738599547998,0.9689808123587492,0.9689808123587493,0.867021497399066,3.67713121094459,4.1588830833596715
128,133.98594146459783,1.0467651676921703,1.0467651676921705,0.3663561095270232,3.6863513747809917,4.1588830833596715
512,511.9393615378778,0.9998815655036675,0.9998815655036676,0.17352420020016213,3.6765882214384717,4.1588830833596715
