N,lower_sum,upper_sum,gap,pi_error_midpoint
12,2.444444444444444,3.6666666666666665,1.2222222222222223,0.08603709803423776
24,2.722222222222222,3.3611111111111107,0.6388888888888888,0.09992598692312704
48,2.9444444444444438,3.270833333333333,0.3263888888888893,0.03395376470090472
