bin_width_degrees,bin_count,true_Rbar,grouped_midpoint_Rbar,correction_factor_a_h,corrected_Rbar,absolute_error_grouped,absolute_error_corrected
5.0,72,0.7991782065007375,0.7992268866328537,1.000317380306291,0.7994805455069293,4.868013211623001e-05,0.00030233900619180964
10.0,36,0.7991782065007375,0.7974079001013732,1.00127036783312,0.7984209014475377,0.0017703063993642632,0.0007573050531997083
15.0,24,0.7991782065007375,0.7968445855748447,1.0028615075117908,0.799124762342197,0.002333620925892732,5.344415854047213e-05
20.0,18,0.7991782065007375,0.7932012766020465,1.0050950579752103,0.7972426830923448,0.005976929898690919,0.0019355234083926476
30.0,12,0.7991782065007375,0.7886345688531534,1.0115151599274625,0.797715822037823,0.010543637647584037,0.0014623844629144678
45.0,8,0.7991782065007375,0.7792959119148539,1.026172152977031,0.7996917637358643,0.01988229458588353,0.0005135572351268047
60.0,6,0.7991782065007375,0.7594876745397372,1.0471975511965979,0.7953336329420115,0.03969053196100025,0.0038445735587259167
90.0,4,0.7991782065007375,0.7137712830062893,1.1107207345395915,0.7928005637540123,0.08540692349444812,0.006377642746725143
