Omega,u_min,u_max,rho_min_on_path,max_speed2_error,max_clairaut_drift
0.45,0.0,12.07179021872758,0.9300029951105668,6.772360450213455e-15,5.551115123125783e-17
0.93,0.0,4.443856803981819,0.9301526871684156,4.218847493575595e-15,1.1102230246251565e-16
1.15,-0.5746206642868107,2.69801618594106,1.1500026447462797,2.7755575615628914e-14,2.220446049250313e-16
