n,m,geometry,tiling_gap,vertex_angle_deg,side_length,circumradius,euclidean_vertex_radius
3,6,Euclidean boundary,0.0,,,,
4,4,Euclidean boundary,0.0,,,,
5,4,hyperbolic,0.04999999999999999,90.0,1.0612750619050362,0.8424820814620076,0.39797542678479075
6,3,Euclidean boundary,0.0,,,,
7,3,hyperbolic,0.023809523809523836,120.0,0.5662563067353154,0.6206717375563865,0.3007426187463789
8,3,hyperbolic,0.041666666666666685,120.0,0.7270398393505151,0.8607063041637809,0.40561640080151634
12,5,hyperbolic,0.21666666666666667,72.0,2.161831714662608,2.319951040117429,0.8210319033184585
