estimate,method,sample_count,trial
3.141592653589793,cosine-weighted hemisphere,96,206
3.141592653589793,jittered cosine warp,81,206
3.0986553714857625,uniform hemisphere,96,207
3.141592653589793,cosine-weighted hemisphere,96,207
3.141592653589793,jittered cosine warp,81,207
3.25096910835088,uniform hemisphere,96,208
3.141592653589793,cosine-weighted hemisphere,96,208
3.141592653589793,jittered cosine warp,81,208
3.309253188173274,uniform hemisphere,96,209
3.141592653589793,cosine-weighted hemisphere,96,209
3.141592653589793,jittered cosine warp,81,209
2.898626488038246,uniform hemisphere,96,210
3.141592653589793,cosine-weighted hemisphere,96,210
3.141592653589793,jittered cosine warp,81,210
3.2405339616120674,uniform hemisphere,96,211
3.141592653589793,cosine-weighted hemisphere,96,211
3.141592653589793,jittered cosine warp,81,211
3.2945742028851863,uniform hemisphere,96,212
3.141592653589793,cosine-weighted hemisphere,96,212
3.141592653589793,jittered cosine warp,81,212
3.109950468822886,uniform hemisphere,96,213
3.141592653589793,cosine-weighted hemisphere,96,213
3.141592653589793,jittered cosine warp,81,213
3.1539810435896096,uniform hemisphere,96,214
3.141592653589793,cosine-weighted hemisphere,96,214
3.141592653589793,jittered cosine warp,81,214
2.9900657986866874,uniform hemisphere,96,215
3.141592653589793,cosine-weighted hemisphere,96,215
3.141592653589793,jittered cosine warp,81,215
3.036013634122462,uniform hemisphere,96,216
3.141592653589793,cosine-weighted hemisphere,96,216
3.141592653589793,jittered cosine warp,81,216
3.015290226735297,uniform hemisphere,96,217
3.141592653589793,cosine-weighted hemisphere,96,217
3.141592653589793,jittered cosine warp,81,217
3.072689776741974,uniform hemisphere,96,218
3.141592653589793,cosine-weighted hemisphere,96,218
3.141592653589793,jittered cosine warp,81,218
3.236376572562356,uniform hemisphere,96,219
3.141592653589793,cosine-weighted hemisphere,96,219
3.141592653589793,jittered cosine warp,81,219
