l2_star_discrepancy,max_relative_cell_error,minimum_pair_distance,occupied_fraction,pattern,point_count
0.02330586709972805,3.0,0.0024885205559069643,0.66015625,iid random,256
0.006524922834511098,0.0,0.007921248415036398,1.0,jittered grid,256
0.0033074703678268075,0.0,0.005524271728019903,1.0,Sobol low-discrepancy,256
