mean_estimate,method,rmse,sample_count,std
3.141592653589793,cosine-weighted hemisphere,0.0,96,0.0
3.141592653589793,jittered cosine warp,0.0,81,0.0
3.133358557242801,uniform hemisphere,0.1814701216358768,96,0.18169663405199318
