absolute_error,distance_formula,log_ratio,point_a,point_b
0.0,0.6931471805599453,0.6931471805599453,1i,2i
0.0,0.6931471805599453,0.6931471805599453,2i,4i
0.0,2.0794415416798357,2.0794415416798357,0.5i,4i
0.0,2.0794415416798357,2.0794415416798357,0.25i,2i
