absolute_error,distance_after,distance_before,transformation
0.0,0.6174551396878188,0.6174551396878188,identity
0.0,0.6174551396878188,0.6174551396878188,translation z+1
0.0,0.6174551396878188,0.6174551396878188,dilation 1.6z
0.0,0.6174551396878188,0.6174551396878188,half-turn -1/z
