evaluation,running_best_rms_pixels
287,0.5012654757013862
288,0.5012654757013862
289,0.5012654757013862
290,0.5012654757013862
291,0.5012654757013862
292,0.5012654757013862
293,0.5012654757013862
294,0.5012654757013862
295,0.5012654757013862
296,0.5012654757013862
297,0.5012654757013862
298,0.5012654757013862
299,0.5012654757013862
300,0.5012654757013862
301,0.5012654757013862
302,0.5012654757013862
303,0.5012654757013862
304,0.5012654757013862
305,0.5012654757013862
306,0.5012654757007727
307,0.5012654757007727
308,0.5012654757007727
309,0.5012654757007727
310,0.5012654757007727
311,0.5012654757007727
312,0.5012654757007727
313,0.5012654757007727
314,0.5012654757007727
315,0.5012654757007727
316,0.5012654757007727
317,0.5012654757007727
318,0.5012654757007727
319,0.5012654757007727
320,0.5012654757007727
321,0.5012654757007727
322,0.5012654757007727
323,0.5012654757007727
324,0.5012654757007727
325,0.5012654757007727
326,0.5012654757007727
327,0.5012654757007727
328,0.5012654757007727
329,0.5012654757007727
330,0.5012654757007727
331,0.5012654757007727
332,0.5012654757007727
333,0.5012654757007727
334,0.5012654757007727
335,0.5012654757007727
336,0.5012654757007727
337,0.5012654757007727
338,0.5012654757007727
339,0.5012654757007727
340,0.5012654757007727
341,0.5012654757007727
342,0.5012654757007727
343,0.5012654757007727
344,0.5012654757007727
345,0.5012654757007727
346,0.5012654757007727
347,0.5012654757007727
348,0.5012654757007727
349,0.5012654757007727
350,0.5012654757007727
351,0.5012654757007727
352,0.5012654720049379
353,0.5012654720049379
354,0.5012654720049379
355,0.5012654720049379
356,0.5012654720049379
357,0.5012654720049379
358,0.5012654720049379
359,0.5012654720049379
360,0.5012654720049379
361,0.5012654720049379
362,0.5012654720049379
363,0.5012654720049379
364,0.5012654720049379
365,0.5012654720049379
366,0.5012654720049379
367,0.5012654720049379
368,0.5012654720049379
369,0.5012654720049379
370,0.5012654720049379
371,0.5012654720049379
372,0.5012654720049379
373,0.5012654720049379
374,0.5012654720049379
375,0.5012654720049379
376,0.5012654720049379
377,0.5012654720049379
378,0.5012654720049379
379,0.5012654720049379
380,0.5012654720049379
381,0.5012654720049379
382,0.5012654720049379
383,0.5012654720049379
384,0.5012654720049379
385,0.5012654720049379
386,0.5012654720049379
387,0.5012654720049379
388,0.5012654720049379
389,0.5012654720049379
390,0.5012654720049379
391,0.5012654720049379
392,0.5012654720049379
393,0.5012654720049379
394,0.5012654720049379
395,0.5012654720049379
396,0.5012654720049379
397,0.5012654720049379
398,0.5012654720049379
399,0.5012654720049379
400,0.5012654720049379
401,0.5012654720049379
402,0.5012654720049379
403,0.5012654720049379
404,0.5012654720049379
405,0.5012654720049379
406,0.5012654720049379
407,0.5012654720049379
408,0.5012654720049379
409,0.5012654720049379
410,0.5012654720049379
411,0.5012654720049379
412,0.5012654720049379
413,0.5012654720049379
414,0.5012654720049379
415,0.5012654720049379
416,0.5012654720049379
417,0.5012654720049379
418,0.5012654720049379
419,0.5012654720049379
420,0.5012654720049379
421,0.5012654720049379
422,0.5012654720049379
423,0.5012654720049379
424,0.5012654720049379
425,0.5012654720049379
426,0.5012654720049379
427,0.5012654720049379
428,0.5012654720049379
429,0.5012654720049379
430,0.5012654720049379
431,0.5012654720049379
432,0.5012654720049379
433,0.5012654720049379
434,0.5012654720049379
435,0.5012654720049379
436,0.5012654720049379
437,0.5012654720049379
438,0.5012654720049379
439,0.5012654720049379
440,0.501265472004811
441,0.501265472004811
442,0.501265472004811
443,0.501265472004811
444,0.501265472004811
445,0.501265472004811
446,0.501265472004811
447,0.501265472004811
448,0.501265472004811
449,0.501265472004811
450,0.501265472004811
451,0.501265472004811
452,0.501265472004811
453,0.501265472004811
454,0.501265472004811
455,0.501265472004811
456,0.501265472004811
457,0.501265472004811
458,0.501265472004811
459,0.501265472004811
460,0.501265472004811
461,0.501265472004811
462,0.501265472004811
463,0.501265472004811
464,0.501265472004811
465,0.501265472004811
466,0.501265472004811
467,0.501265472004811
468,0.501265472004811
469,0.501265472004811
470,0.501265472004811
471,0.501265472004811
472,0.501265472004811
473,0.501265472004811
474,0.501265472004811
475,0.501265472004811
476,0.501265472004811
477,0.501265472004811
478,0.501265472004811
479,0.501265472004811
480,0.501265472004811
481,0.501265472004811
482,0.501265472004811
483,0.501265472004811
484,0.501265472004811
485,0.501265472004811
486,0.501265472004811
487,0.501265472004811
488,0.501265472004811
489,0.501265472004811
490,0.501265472004811
491,0.501265472004811
492,0.501265472004811
493,0.501265472004811
494,0.501265472004811
495,0.501265472004811
496,0.501265472004811
497,0.501265472004811
498,0.501265472004811
499,0.501265472004811
500,0.501265472004811
501,0.501265472004811
502,0.501265472004811
503,0.501265472004811
504,0.501265472004811
505,0.501265472004811
506,0.501265472004811
507,0.501265472004811
508,0.501265472004811
509,0.501265472004811
510,0.501265472004811
511,0.501265472004811
512,0.501265472004811
513,0.501265472004811
514,0.501265472004811
515,0.501265472004811
516,0.501265472004811
517,0.501265472004811
518,0.501265472004811
519,0.501265472004811
520,0.501265472004811
521,0.501265472004811
522,0.501265472004811
523,0.501265472004811
524,0.501265472004811
525,0.501265472004811
526,0.501265472004811
527,0.501265472004811
