epsilon,trace,max_det_exp_identity_residual,max_drift_from_SL
0.00000000,0.00000000,0.00000000,0.00000000
0.08000000,0.16000000,0.00000000,0.49182470
-0.08000000,-0.16000000,0.00000000,0.49182470
