adjugate_norm,affine_reading,alpha,det_A,rank_A,rank_adjugate_A,signature_A
1.200585794518659,hyperbola,-0.75,-0.5625,3,3,"(+,+,-)"
0.3590351654086268,hyperbola,-0.25,-0.0625,3,3,"(+,+,-)"
0.07075485849042454,hyperbola,-0.05,-0.0025000000000000005,3,3,"(+,+,-)"
0.0,double line,0.0,0.0,1,0,"(+,0,0)"
0.07075485849042454,ellipse,0.05,-0.0025000000000000005,3,3,"(+,+,-)"
0.3590351654086268,ellipse,0.25,-0.0625,3,3,"(+,+,-)"
1.200585794518659,ellipse,0.75,-0.5625,3,3,"(+,+,-)"
