dimension,k,r,model_volume,euclidean_volume_same_dim,ratio_to_euclidean
2,1.0,1.5537974683544307,6.176382838456925,7.584704960343706,0.8143207772418134
2,1.0,1.5816455696202534,6.35135109650767,7.859016689337012,0.8081610394243189
2,1.0,1.609493670886076,6.5262664920129785,8.138201133742392,0.8019298595304983
2,1.0,1.637341772151899,6.700993383869,8.422258293559844,0.7956290522451651
2,1.0,1.6651898734177217,6.875396277150944,8.71118816878937,0.7892604480505037
2,1.0,1.6930379746835444,7.049339928184942,9.004990759430969,0.7828258924976836
2,1.0,1.7208860759493674,7.222689449425055,9.303666065484641,0.7763272454737244
2,1.0,1.74873417721519,7.395310414054126,9.607214086950385,0.7697663804639558
2,1.0,1.7765822784810128,7.567068960227353,9.915634823828205,0.7631451838104175
2,1.0,1.8044303797468357,7.737831894877734,10.228928276118097,0.7564655539665451
2,1.0,1.8322784810126584,7.907466797002898,10.547094443820063,0.7497294007484856
2,1.0,1.8601265822784812,8.075842120353235,10.870133326934099,0.7429386445833973
2,1.0,1.887974683544304,8.242827295441675,11.198044925460213,0.7360952157550765
2,1.0,1.9158227848101268,8.408292830796004,11.530829239398397,0.7292010536472652
2,1.0,1.9436708860759495,8.57211041337525,11.868486268748654,0.7222581059849889
2,1.0,1.9715189873417724,8.734153008072203,12.211016013510989,0.715268328074275
2,1.0,1.9993670886075952,8.89429495622494,12.558418473685391,0.7082336820406034
2,1.0,2.027215189873418,9.052412073060978,12.910693649271868,0.7011561360664391
2,1.0,2.0550632911392404,9.208381743998466,13.267841540270416,0.6940376636282006
2,1.0,2.0829113924050633,9.362083019729734,13.629862146681042,0.6868802427330097
2,1.0,2.1107594936708862,9.513396710013494,13.99675546850374,0.6796858551555792
2,1.0,2.1386075949367087,9.662205476102905,14.368521505738508,0.6724564856755796
2,1.0,2.1664556962025316,9.80839392173794,14.745160258385356,0.6651941213158433
2,1.0,2.1943037974683546,9.951848682631319,15.126671726444274,0.657900750581743
