concept,artifact
Motion,motion-planning-initial-model.png
Planning,motion-planning-initial-model.png
Shortest,motion-planning-initial-model.png
Paths,motion-planning-initial-model.png
Disk,motion-planning-initial-model.png
Polygon,motion-planning-initial-model.png
Translation,motion-planning-initial-model.png
