artifact,bytes,category,chapter
stereographic-antipodes.png,39581,figures,Elliptic Geometry
great-circles-antipodal-clines.png,70744,figures,Elliptic Geometry
projective-disk-boundary-walk.png,56594,figures,Elliptic Geometry
elliptic-distance-circles.png,81500,figures,Elliptic Geometry
lune-triangle-area.png,49000,figures,Elliptic Geometry
elliptic-triangle-trig.png,51034,figures,Elliptic Geometry
