curvature_K,jacobi_factor_at_r1,area_ratio_at_r1
-1.0,1.1752011936438014,1.0861612696304874
-0.35,1.0593627150961873,1.0295090794731683
0.0,1.0,1.0
0.35,0.942679034277474,0.9711714926237526
1.0,0.8414709848078965,0.9193953882637205
