basis_terms,captured_energy_fraction,l2_error
1,0.7387733919467595,0.6541024384605213
2,0.8970296425191563,0.4106701839676214
3,0.8970296425191563,0.4106701839676214
5,0.9588484903989988,0.25961509971494334
7,0.9901089843392252,0.12727922061357852
9,0.9901089843392253,0.1272792206135785
11,1.0000000000000002,3.698108769807009e-16
13,1.0000000000000002,3.896405600545016e-16
