concept,artifact
Factorization,factorization-lemma-initial-model.png
Lemma,factorization-lemma-initial-model.png
Local,factorization-lemma-initial-model.png
Arguments,factorization-lemma-initial-model.png
Maps,factorization-lemma-initial-model.png
Bundles,factorization-lemma-initial-model.png
Equivalence,factorization-lemma-initial-model.png
