angle_error_mod_pi,base_distance_against_unit,cocircular_residual_after,distance_against_original_unit,distance_ratio_against_transformed_AB,preserves_circular_pair,transformation
4.440892098500626e-16,1.543534904043313,2.2307657010442644e-16,1.543534904043313,1.5435349040433126,True,Euclidean motion
0.0,1.543534904043313,1.3432253520789033e-16,2.0837721204584727,1.543534904043313,True,scaled similarity
0.3633135020035767,1.543534904043313,0.5541045480553578,1.8738479794262923,1.8738479794262923,False,affine shear
