e,forced_f,lifting_rank,quadset_residual
-1.7,-0.34709985315712183,3,0.0
-1.56875,-0.3678637200736649,3,0.0
-1.4375,-0.3924687330070693,3,0.0
-1.30625,-0.4220894002037271,3,3.026151298200687e-08
-1.175,-0.4584334133973845,3,6.113344687768168e-08
-1.0437500000000002,-0.5040829382102807,3,4.042216408098168e-08
-0.9125000000000001,-0.5631365441049542,3,4.879093134608534e-08
-0.7812500000000001,-0.6425139099645927,3,0.0
-0.65,-0.7548875855327468,3,0.0
