left,1,(12),(123),(13),(132),(23)
1,1,(12),(123),(13),(132),(23)
(12),(12),1,(23),(132),(13),(123)
(123),(123),(13),(132),(23),1,(12)
(13),(13),(123),(12),1,(23),(132)
(132),(132),(23),1,(12),(123),(13)
(23),(23),(132),(13),(123),(12),1
