slope_k,distance_value,distance_std
-1.25,1.0475930126492585,2.3022074639253675e-16
-0.65,0.6112243137627635,2.2018645840902208e-16
0.65,0.6112243137627635,2.2018645840902208e-16
1.25,1.0475930126492585,2.3022074639253675e-16
