t,tanh_t,tanh_2t,boundary_margin_1_minus_abs_tanh_t
-3.0,-0.9950547536867305,-0.9999877116507956,0.004945246313269536
-1.0,-0.7615941559557649,-0.9640275800758169,0.23840584404423515
0.0,0.0,0.0,1.0
1.0,0.7615941559557649,0.9640275800758169,0.23840584404423515
3.0,0.9950547536867305,0.9999877116507956,0.004945246313269536
