closure_avoids_obstacle,left,length,obstacle,right,round
True,0.59,0.32000000000000006,0.5,0.91,1
True,0.6476,0.2048000000000001,0.25,0.8524,2
True,0.768432,0.06553600000000004,0.75,0.833968,3
True,0.78022848,0.04194304000000004,0.3333333333333333,0.82217152,4
True,0.7877782272,0.02684354560000002,0.6666666666666666,0.8146217728,5
True,0.792610065408,0.01717986918399994,0.125,0.809789934592,6
True,0.79570244186112,0.010995116277759953,0.875,0.80669755813888,7
