elliptic_dist_0q,hyperbolic_dist_0q,parabolic_ratio_alpha_1e-6_unit_0.6,q
-0.6435011087932844,-0.9729550745276566,-1.2500000843751058,-0.75
-0.24497866312686417,-0.25541281188299536,-0.4166666253472707,-0.25
0.24497866312686417,0.25541281188299536,0.4166666253472707,0.25
0.6435011087932844,0.9729550745276567,1.2500000843751058,0.75
