t,base_distance,moved_distance,residual,moved_z_real,moved_z_imag,moved_w_real,moved_w_imag
-1.5,1.6102221580482736,1.6102221580482743,6.661338147750939e-16,-0.8181688616093412,0.13572925372835584,-0.36381600651032187,0.1824389118478135
-1.125,1.6102221580482736,1.6102221580482743,6.661338147750939e-16,-0.740551417488019,0.18194729552504663,-0.1840527021490893,0.20230280829200847
-0.75,1.6102221580482736,1.6102221580482743,6.661338147750939e-16,-0.6343319955659117,0.2356850000636394,0.009441719760186134,0.2090807761593126
-0.375,1.6102221580482736,1.610222158048274,4.440892098500626e-16,-0.4943848073770459,0.2915559865072051,0.20220564543568117,0.20089384946120914
0.0,1.6102221580482736,1.6102221580482736,0.0,-0.32,0.34,0.38,0.18
0.375,1.6102221580482736,1.6102221580482732,4.440892098500626e-16,-0.11841449492442027,0.3693676340477292,0.532861304687358,0.15155056615146983
0.75,1.6102221580482736,1.6102221580482736,0.0,0.09439078742682466,0.37104910481185455,0.6567394845474245,0.1211409863406967
1.125,1.6102221580482736,1.6102221580482743,6.661338147750939e-16,0.2981989342141933,0.34451577296243996,0.7525607669530813,0.09293345446449404
1.5,1.6102221580482736,1.6102221580482736,0.0,0.4762189095215706,0.2976586442300845,0.8241379180338013,0.06910096544464917
