artifact,category,bytes,chapter
axiom-dependency-graph.png,figures,73698,Preliminary Notions
finite-model-checker.png,figures,49230,Preliminary Notions
equivalence-partitions.png,figures,44180,Preliminary Notions
function-fibers-and-composition.png,figures,40040,Preliminary Notions
parameter-lab.html,html,16709,Preliminary Notions
chapter-checks.json,checks,220,Preliminary Notions
visual-storyboard.json,checks,2089,Preliminary Notions
