pixel_noise_sigma,median_sampson_estimated_F,median_sampson_true_F,triangulation_rmse_world_units,estimated_F_smallest_singular_value
0.0,1.0433792189653376e-22,1.1595466729535362e-22,2.2874423430909664e-15,8.796671459596832e-20
0.25,0.035870997147660545,0.029023413333826197,0.007213235807336809,2.1858470256128297e-19
0.75,0.0829000712215376,0.14449131611914007,0.020056444632479214,5.775866842660257e-19
1.5,0.5698677215217157,0.6867529716250875,0.03937440340432895,1.5108237655998478e-20
3.0,1.8839647978907614,1.3114651356679947,0.0955877239822368,1.4399381433101382e-18
