epsilon,rotation_index,isoperimetric_quotient,vertex_count,min_signed_curvature
0.0,1.0,1.0000045692759112,constant curvature,1.0000068539152078
0.03,1.0,0.9964205481514601,6,0.7439771408617422
0.06,1.0,0.9858527998951859,6,0.45270904642049187
0.09,1.0,0.9688297655413896,6,0.12078752821139092
