name,length,area,rotation_index,isoperimetric_deficit,isoperimetric_quotient,vertex_count,min_signed_curvature,max_signed_curvature,simple_model
circle,6.283156597703497,3.1415782988517478,1.0,-0.0001803861340974322,1.0000045692759112,constant curvature,1.0000068539152078,1.0000068539320164,True
"ellipse a=2,b=1",9.688403951556879,6.2831565977034955,1.0,14.908696693744773,0.8411690245221183,4,0.2500017134816815,2.0000137078536215,True
doubled circle,12.566140939494954,6.283070469747477,2.0,78.95250599226854,0.5000091386395125,constant curvature,1.0000274160664364,1.000027416070853,False
3-fold radial oval,6.396357098308617,3.154300121308788,1.0,1.2752797757987082,0.9688297655413896,6,0.12078752821139092,1.59921372207681,True
