artifact,bytes,category,chapter
complex-vectors-add-subtract.png,43981,figures,The Complex Plane
modulus-conjugate-reflection.png,45734,figures,The Complex Plane
cartesian-polar-converter.png,52157,figures,The Complex Plane
polar-multiplication-angle-sum.png,46216,figures,The Complex Plane
oriented-angle-formula.png,39002,figures,The Complex Plane
complex-regions-panel.png,42153,figures,The Complex Plane
