bracket_a_b_x,offset
-2.3453424590025227,-0.75
-2.0521746516272072,-0.65625
-1.7590068442518916,-0.5625
-1.4658390368765766,-0.46875
-1.1726712295012613,-0.375
-0.8795034221259459,-0.28125
-0.5863356147506306,-0.1875
-0.29316780737531534,-0.09375
-2.012279232133103e-17,0.0
0.29316780737531534,0.09375
0.5863356147506306,0.1875
0.8795034221259459,0.28125
1.1726712295012613,0.375
1.4658390368765766,0.46875
1.7590068442518916,0.5625
2.0521746516272072,0.65625
2.3453424590025227,0.75
