padded_x,padded_y,row_major_vertical_mean_stride,tile_size,tiled_horizontal_mean_stride,tiled_vertical_mean_stride
8,6,12.617021276595745,1,1.0,12.617021276595745
8,6,12.617021276595745,2,2.404255319148936,10.574468085106384
9,6,12.617021276595745,3,3.8297872340425534,10.127659574468085
8,8,12.617021276595745,4,3.723404255319149,11.085106382978724
10,10,12.617021276595745,5,5.382978723404255,15.382978723404255
12,6,12.617021276595745,6,8.02127659574468,8.829787234042554
