endpoint_noise_px,median_vanishing_line_residual,p90_vanishing_line_residual,median_parallel_w_over_norm_after_rectification
0.0,5.078482036107098e-19,5.078482036107098e-19,3.930740957152743e-19
0.5,1.536587297227458e-05,2.8981455573009475e-05,1.2843779002281354e-05
1.0,2.4038950294269733e-05,4.613094607080499e-05,2.211105863997491e-05
2.0,7.63783919418244e-05,0.00012349403832637458,6.94154708417535e-05
4.0,0.0001462954963712579,0.0002641836596062281,0.00012326933625184924
