angle,det_outward_normal_then_tangent
0.0,1.0
0.7853981633974483,1.0
1.5707963267948966,1.0
2.356194490192345,1.0
3.141592653589793,1.0
3.9269908169872414,1.0000000000000002
4.71238898038469,1.0
5.497787143782138,1.0
